10-08 10:36:02 ,1162750767 ,-1720 ,3620 ,-1259
10-08 10:36:02 ,1162750768 ,-1703 ,3615 ,-1226
10-08 10:36:02 ,1162750768 ,-1704 ,3617 ,-1216
10-08 10:36:02 ,1162750800 ,-1706 ,3619 ,-1216
10-08 10:36:02 ,1162750800 ,-1702 ,3614 ,-1218
10-08 10:36:02 ,1162750800 ,-1695 ,3628 ,-1214
10-08 10:36:02 ,1162750800 ,-1687 ,3649 ,-1196
10-08 10:36:02 ,1162750842 ,-1679 ,3647 ,-1178
10-08 10:36:02 ,1162750842 ,-1669 ,3641 ,-1160
10-08 10:36:02 ,1162750879 ,-1671 ,3652 ,-1128
10-08 10:36:02 ,1162750879 ,-1674 ,3644 ,-1100
10-08 10:36:02 ,1162750880 ,-1676 ,3614 ,-1095
10-08 10:36:02 ,1162750880 ,-1698 ,3616 ,-1098
10-08 10:36:02 ,1162750911 ,-1727 ,3644 ,-1092
10-08 10:36:02 ,1162750911 ,-1733 ,3636 ,-1083
10-08 10:36:02 ,1162750912 ,-1725 ,3619 ,-1108
10-08 10:36:02 ,1162750912 ,-1725 ,3640 ,-1159
10-08 10:36:02 ,1162750942 ,-1721 ,3664 ,-1187
10-08 10:36:02 ,1162750942 ,-1713 ,3680 ,-1183
10-08 10:36:02 ,1162751000 ,-1701 ,3687 ,-1163
10-08 10:36:02 ,1162751000 ,-1680 ,3668 ,-1151
10-08 10:36:02 ,1162751001 ,-1658 ,3632 ,-1143
10-08 10:36:02 ,1162751001 ,-1639 ,3591 ,-1125
10-08 10:36:02 ,1162751002 ,-1631 ,3569 ,-1111
10-08 10:36:02 ,1162751002 ,-1633 ,3567 ,-1109
10-08 10:36:02 ,1162751003 ,-1639 ,3575 ,-1117
10-08 10:36:02 ,1162751003 ,-1652 ,3624 ,-1140
10-08 10:36:02 ,1162751043 ,-1662 ,3698 ,-1167
10-08 10:36:02 ,1162751043 ,-1674 ,3744 ,-1195
10-08 10:36:02 ,1162751045 ,-1687 ,3760 ,-1209
10-08 10:36:02 ,1162751045 ,-1696 ,3764 ,-1202
10-08 10:36:02 ,1162751088 ,-1704 ,3743 ,-1192
10-08 10:36:02 ,1162751088 ,-1709 ,3712 ,-1202
10-08 10:36:02 ,1162751090 ,-1705 ,3689 ,-1231
10-08 10:36:02 ,1162751090 ,-1694 ,3675 ,-1247
10-08 10:36:02 ,1162751126 ,-1677 ,3669 ,-1245
10-08 10:36:02 ,1162751126 ,-1656 ,3667 ,-1233
10-08 10:36:02 ,1162751167 ,-1643 ,3670 ,-1219
10-08 10:36:02 ,1162751167 ,-1650 ,3668 ,-1205
10-08 10:36:02 ,1162751168 ,-1666 ,3652 ,-1195
10-08 10:36:02 ,1162751168 ,-1677 ,3643 ,-1181
10-08 10:36:02 ,1162751169 ,-1682 ,3642 ,-1151
10-08 10:36:02 ,1162751169 ,-1676 ,3642 ,-1120
10-08 10:36:02 ,1162751204 ,-1673 ,3653 ,-1106
10-08 10:36:02 ,1162751204 ,-1674 ,3676 ,-1102
10-08 10:36:02 ,1162751205 ,-1668 ,3697 ,-1107
10-08 10:36:02 ,1162751205 ,-1656 ,3700 ,-1113
10-08 10:36:02 ,1162751237 ,-1639 ,3692 ,-1112
10-08 10:36:02 ,1162751237 ,-1623 ,3682 ,-1118
10-08 10:36:02 ,1162751269 ,-1611 ,3665 ,-1130
10-08 10:36:02 ,1162751269 ,-1611 ,3650 ,-1156
10-08 10:36:02 ,1162751270 ,-1619 ,3659 ,-1193
10-08 10:36:02 ,1162751270 ,-1619 ,3680 ,-1214
10-08 10:36:02 ,1162751306 ,-1613 ,3687 ,-1205
10-08 10:36:02 ,1162751306 ,-1602 ,3680 ,-1179
10-08 10:36:02 ,1162751307 ,-1594 ,3672 ,-1150
10-08 10:36:02 ,1162751307 ,-1596 ,3671 ,-1123
10-08 10:36:02 ,1162751348 ,-1613 ,3684 ,-1097
10-08 10:36:02 ,1162751348 ,-1639 ,3696 ,-1086
10-08 10:36:02 ,1162751349 ,-1670 ,3703 ,-1092
10-08 10:36:02 ,1162751349 ,-1692 ,3703 ,-1107
10-08 10:36:02 ,1162751350 ,-1690 ,3683 ,-1126
10-08 10:36:02 ,1162751350 ,-1680 ,3668 ,-1140
10-08 10:36:02 ,1162751402 ,-1661 ,3660 ,-1145
10-08 10:36:02 ,1162751402 ,-1661 ,3633 ,-1141
10-08 10:36:02 ,1162751403 ,-1633 ,3612 ,-1135
10-08 10:36:02 ,1162751403 ,-1613 ,3625 ,-1131
10-08 10:36:02 ,1162751455 ,-1603 ,3645 ,-1128
10-08 10:36:02 ,1162751455 ,-1600 ,3654 ,-1129
10-08 10:36:02 ,1162751456 ,-1603 ,3669 ,-1130
10-08 10:36:02 ,1162751456 ,-1604 ,3669 ,-1130
10-08 10:36:02 ,1162751457 ,-1603 ,3690 ,-1127
10-08 10:36:02 ,1162751457 ,-1607 ,3715 ,-1132
10-08 10:36:02 ,1162751501 ,-1606 ,3730 ,-1149
10-08 10:36:02 ,1162751501 ,-1597 ,3720 ,-1152
10-08 10:36:02 ,1162751502 ,-1592 ,3702 ,-1143
10-08 10:36:02 ,1162751502 ,-1591 ,3681 ,-1143
10-08 10:36:02 ,1162751541 ,-1588 ,3659 ,-1140
10-08 10:36:02 ,1162751541 ,-1591 ,3648 ,-1151
10-08 10:36:02 ,1162751542 ,-1594 ,3649 ,-1151
10-08 10:36:02 ,1162751542 ,-1599 ,3655 ,-1159
10-08 10:36:02 ,1162751543 ,-1604 ,3660 ,-1154
10-08 10:36:02 ,1162751543 ,-1604 ,3653 ,-1157
10-08 10:36:03 ,1162751587 ,-1607 ,3648 ,-1163
10-08 10:36:03 ,1162751587 ,-1609 ,3663 ,-1158
10-08 10:36:03 ,1162751588 ,-1597 ,3674 ,-1153
10-08 10:36:03 ,1162751588 ,-1583 ,3669 ,-1144
10-08 10:36:03 ,1162751634 ,-1574 ,3673 ,-1122
10-08 10:36:03 ,1162751634 ,-1569 ,3690 ,-1105
10-08 10:36:03 ,1162751636 ,-1569 ,3703 ,-1104
10-08 10:36:03 ,1162751636 ,-1575 ,3702 ,-1111
10-08 10:36:03 ,1162751677 ,-1584 ,3692 ,-1111
10-08 10:36:03 ,1162751677 ,-1593 ,3678 ,-1111
10-08 10:36:03 ,1162751679 ,-1601 ,3666 ,-1114
10-08 10:36:03 ,1162751679 ,-1607 ,3671 ,-1118
10-08 10:36:03 ,1162751680 ,-1608 ,3698 ,-1127
10-08 10:36:03 ,1162751680 ,-1604 ,3726 ,-1143
10-08 10:36:03 ,1162751721 ,-1597 ,3734 ,-1143
10-08 10:36:03 ,1162751721 ,-1593 ,3729 ,-1125
10-08 10:36:03 ,1162751770 ,-1590 ,3718 ,-1108
10-08 10:36:03 ,1162751770 ,-1584 ,3692 ,-1099
10-08 10:36:03 ,1162751771 ,-1582 ,3660 ,-1108
10-08 10:36:03 ,1162751771 ,-1588 ,3648 ,-1128
10-08 10:36:03 ,1162751813 ,-1598 ,3670 ,-1131
10-08 10:36:03 ,1162751813 ,-1607 ,3703 ,-1119
10-08 10:36:03 ,1162751814 ,-1610 ,3722 ,-1122
10-08 10:36:03 ,1162751814 ,-1603 ,3721 ,-1136
10-08 10:36:03 ,1162751851 ,-1591 ,3730 ,-1133
10-08 10:36:03 ,1162751851 ,-1582 ,3754 ,-1133
10-08 10:36:03 ,1162751852 ,-1567 ,3738 ,-1146
10-08 10:36:03 ,1162751852 ,-1557 ,3715 ,-1149
10-08 10:36:03 ,1162751853 ,-1554 ,3714 ,-1141
10-08 10:36:03 ,1162751853 ,-1553 ,3710 ,-1127
10-08 10:36:03 ,1162751900 ,-1552 ,3714 ,-1116
10-08 10:36:03 ,1162751900 ,-1552 ,3722 ,-1093
10-08 10:36:03 ,1162751901 ,-1552 ,3715 ,-1054
10-08 10:36:03 ,1162751901 ,-1550 ,3704 ,-1023
10-08 10:36:03 ,1162751939 ,-1550 ,3689 ,-1005
10-08 10:36:03 ,1162751939 ,-1551 ,3680 ,-987
10-08 10:36:03 ,1162751941 ,-1549 ,3691 ,-970
10-08 10:36:03 ,1162751941 ,-1544 ,3682 ,-972
10-08 10:36:03 ,1162751942 ,-1540 ,3667 ,-983
10-08 10:36:03 ,1162751942 ,-1540 ,3658 ,-991
10-08 10:36:03 ,1162751988 ,-1538 ,3652 ,-994
10-08 10:36:03 ,1162751988 ,-1532 ,3640 ,-988
10-08 10:36:03 ,1162751990 ,-1523 ,3626 ,-977
10-08 10:36:03 ,1162751990 ,-1515 ,3629 ,-978
10-08 10:36:03 ,1162752042 ,-1507 ,3640 ,-1005
10-08 10:36:03 ,1162752042 ,-1489 ,3650 ,-1028
10-08 10:36:03 ,1162752044 ,-1467 ,3653 ,-1039
10-08 10:36:03 ,1162752044 ,-1453 ,3650 ,-1054
10-08 10:36:03 ,1162752045 ,-1445 ,3661 ,-1071
10-08 10:36:03 ,1162752046 ,-1441 ,3699 ,-1080
10-08 10:36:03 ,1162752085 ,-1426 ,3739 ,-1070
10-08 10:36:03 ,1162752085 ,-1396 ,3759 ,-1060
10-08 10:36:03 ,1162752086 ,-1368 ,3766 ,-1055
10-08 10:36:03 ,1162752086 ,-1368 ,3777 ,-1058
10-08 10:36:03 ,1162752119 ,-1368 ,3805 ,-1054
10-08 10:36:03 ,1162752119 ,-1317 ,3831 ,-1025
10-08 10:36:03 ,1162752120 ,-1295 ,3833 ,-995
10-08 10:36:03 ,1162752120 ,-1270 ,3817 ,-984
10-08 10:36:03 ,1162752156 ,-1236 ,3796 ,-980
10-08 10:36:03 ,1162752156 ,-1202 ,3796 ,-977
10-08 10:36:03 ,1162752188 ,-1172 ,3788 ,-992
10-08 10:36:03 ,1162752188 ,-1142 ,3789 ,-1026
10-08 10:36:03 ,1162752190 ,-1126 ,3781 ,-1080
10-08 10:36:03 ,1162752190 ,-1112 ,3759 ,-1140
10-08 10:36:03 ,1162752225 ,-1093 ,3747 ,-1192
10-08 10:36:03 ,1162752225 ,-1081 ,3747 ,-1234
10-08 10:36:03 ,1162752226 ,-1074 ,3742 ,-1234
10-08 10:36:03 ,1162752226 ,-1060 ,3772 ,-1526
10-08 10:36:03 ,1162752275 ,-1059 ,3775 ,-1296
10-08 10:36:03 ,1162752275 ,-1061 ,3732 ,-1319
10-08 10:36:03 ,1162752277 ,-1049 ,3761 ,-1331
10-08 10:36:03 ,1162752277 ,-1055 ,3792 ,-1332
10-08 10:36:03 ,1162752277 ,-1051 ,3791 ,-1335
10-08 10:36:03 ,1162752277 ,-1034 ,3801 ,-1343
10-08 10:36:03 ,1162752308 ,-1040 ,3788 ,-1362
10-08 10:36:03 ,1162752308 ,-1046 ,3796 ,-1378
10-08 10:36:03 ,1162752336 ,-1057 ,3839 ,-1387
10-08 10:36:03 ,1162752336 ,-1061 ,3863 ,-1396
10-08 10:36:03 ,1162752337 ,-1055 ,3858 ,-1399
10-08 10:36:03 ,1162752337 ,-1070 ,3858 ,-1384
10-08 10:36:03 ,1162752371 ,-1081 ,3884 ,-1363
10-08 10:36:03 ,1162752371 ,-1090 ,3897 ,-1354
10-08 10:36:03 ,1162752372 ,-1094 ,3888 ,-1347
10-08 10:36:03 ,1162752372 ,-1086 ,3887 ,-1331
10-08 10:36:03 ,1162752404 ,-1088 ,3890 ,-1299
10-08 10:36:03 ,1162752404 ,-1084 ,3891 ,-1261
10-08 10:36:03 ,1162752452 ,-1072 ,3899 ,-1223
10-08 10:36:03 ,1162752452 ,-1061 ,3912 ,-1177
10-08 10:36:03 ,1162752488 ,-1048 ,3923 ,-1121
10-08 10:36:03 ,1162752488 ,-1032 ,3930 ,-1057
10-08 10:36:03 ,1162752490 ,-1018 ,3938 ,-1000
10-08 10:36:03 ,1162752490 ,-1011 ,3957 ,-966
10-08 10:36:03 ,1162752491 ,-1006 ,3997 ,-954
10-08 10:36:03 ,1162752491 ,-1001 ,4047 ,-946
10-08 10:36:03 ,1162752524 ,-995 ,4095 ,-937
10-08 10:36:03 ,1162752524 ,-989 ,4139 ,-930
10-08 10:36:03 ,1162752525 ,-982 ,4173 ,-919
10-08 10:36:03 ,1162752525 ,-974 ,4180 ,-907
10-08 10:36:03 ,1162752526 ,-965 ,4151 ,-901
10-08 10:36:03 ,1162752526 ,-951 ,4091 ,-897
10-08 10:36:04 ,1162752554 ,-931 ,4031 ,-887
10-08 10:36:04 ,1162752554 ,-900 ,3992 ,-871
10-08 10:36:04 ,1162752586 ,-858 ,3964 ,-836
10-08 10:36:04 ,1162752586 ,-789 ,3954 ,-779
10-08 10:36:04 ,1162752622 ,-692 ,3972 ,-688
10-08 10:36:04 ,1162752622 ,-619 ,4015 ,-548
10-08 10:36:04 ,1162752623 ,-579 ,4136 ,-436
10-08 10:36:04 ,1162752623 ,-556 ,4324 ,-476
10-08 10:36:04 ,1162752624 ,-548 ,4314 ,-478
10-08 10:36:04 ,1162752624 ,-555 ,4260 ,-414
10-08 10:36:04 ,1162752656 ,-566 ,4344 ,-407
10-08 10:36:04 ,1162752656 ,-582 ,4389 ,-400
10-08 10:36:04 ,1162752657 ,-609 ,4384 ,-408
10-08 10:36:04 ,1162752657 ,-613 ,4337 ,-408
10-08 10:36:04 ,1162752694 ,-607 ,4276 ,-397
10-08 10:36:04 ,1162752694 ,-593 ,4227 ,-385
10-08 10:36:04 ,1162752722 ,-558 ,4185 ,-376
10-08 10:36:04 ,1162752722 ,-526 ,4123 ,-371
10-08 10:36:04 ,1162752724 ,-504 ,4061 ,-369
10-08 10:36:04 ,1162752724 ,-487 ,4035 ,-366
10-08 10:36:04 ,1162752758 ,-477 ,4049 ,-366
10-08 10:36:04 ,1162752758 ,-470 ,4101 ,-369
10-08 10:36:04 ,1162752760 ,-469 ,4166 ,-374
10-08 10:36:04 ,1162752760 ,-470 ,4202 ,-379
10-08 10:36:04 ,1162752794 ,-468 ,4204 ,-382
10-08 10:36:04 ,1162752794 ,-467 ,4185 ,-387
10-08 10:36:04 ,1162752826 ,-464 ,4145 ,-390
10-08 10:36:04 ,1162752826 ,-460 ,4104 ,-389
10-08 10:36:04 ,1162752827 ,-460 ,4084 ,-382
10-08 10:36:04 ,1162752827 ,-460 ,4078 ,-374
10-08 10:36:04 ,1162752858 ,-447 ,4063 ,-368
10-08 10:36:04 ,1162752858 ,-440 ,4053 ,-360
10-08 10:36:04 ,1162752859 ,-430 ,4068 ,-353
10-08 10:36:04 ,1162752859 ,-415 ,4086 ,-355
10-08 10:36:04 ,1162752893 ,-401 ,4089 ,-361
10-08 10:36:04 ,1162752893 ,-400 ,4089 ,-367
10-08 10:36:04 ,1162752928 ,-403 ,4089 ,-371
10-08 10:36:04 ,1162752928 ,-403 ,4071 ,-373
10-08 10:36:04 ,1162752929 ,-401 ,4088 ,-372
10-08 10:36:04 ,1162752929 ,-394 ,4101 ,-371
10-08 10:36:04 ,1162752959 ,-385 ,4079 ,-371
10-08 10:36:04 ,1162752959 ,-388 ,4040 ,-371
10-08 10:36:04 ,1162752960 ,-401 ,4018 ,-371
10-08 10:36:04 ,1162752960 ,-410 ,4011 ,-378
10-08 10:36:04 ,1162752993 ,-417 ,4015 ,-380
10-08 10:36:04 ,1162752993 ,-421 ,4030 ,-383
10-08 10:36:04 ,1162753023 ,-422 ,4064 ,-386
10-08 10:36:04 ,1162753023 ,-425 ,4089 ,-391
10-08 10:36:04 ,1162753023 ,-422 ,4080 ,-399
10-08 10:36:04 ,1162753023 ,-416 ,4052 ,-401
10-08 10:36:04 ,1162753065 ,-412 ,4031 ,-399
10-08 10:36:04 ,1162753065 ,-414 ,4029 ,-393
10-08 10:36:04 ,1162753065 ,-414 ,4040 ,-381
10-08 10:36:04 ,1162753065 ,-408 ,4060 ,-374
10-08 10:36:04 ,1162753102 ,-408 ,4079 ,-378
10-08 10:36:04 ,1162753102 ,-421 ,4086 ,-389
10-08 10:36:04 ,1162753103 ,-435 ,4101 ,-405
10-08 10:36:04 ,1162753103 ,-446 ,4122 ,-416
10-08 10:36:04 ,1162753123 ,-453 ,4133 ,-415
10-08 10:36:04 ,1162753123 ,-453 ,4129 ,-409
10-08 10:36:04 ,1162753170 ,-454 ,4119 ,-405
10-08 10:36:04 ,1162753170 ,-458 ,4131 ,-401
10-08 10:36:04 ,1162753172 ,-462 ,4167 ,-396
10-08 10:36:04 ,1162753172 ,-465 ,4200 ,-392
10-08 10:36:04 ,1162753220 ,-467 ,4224 ,-385
10-08 10:36:04 ,1162753220 ,-466 ,4242 ,-378
10-08 10:36:04 ,1162753223 ,-462 ,4247 ,-373
10-08 10:36:04 ,1162753223 ,-458 ,4239 ,-369
10-08 10:36:04 ,1162753224 ,-456 ,4216 ,-361
10-08 10:36:04 ,1162753224 ,-455 ,4190 ,-349
10-08 10:36:04 ,1162753267 ,-455 ,4168 ,-338
10-08 10:36:04 ,1162753267 ,-454 ,4153 ,-328
10-08 10:36:04 ,1162753268 ,-449 ,4141 ,-326
10-08 10:36:04 ,1162753268 ,-445 ,4127 ,-332
10-08 10:36:04 ,1162753307 ,-441 ,4111 ,-341
10-08 10:36:04 ,1162753307 ,-434 ,4093 ,-346
10-08 10:36:04 ,1162753309 ,-427 ,4065 ,-350
10-08 10:36:04 ,1162753309 ,-425 ,4042 ,-353
10-08 10:36:04 ,1162753356 ,-426 ,4033 ,-355
10-08 10:36:04 ,1162753356 ,-422 ,4028 ,-358
10-08 10:36:04 ,1162753358 ,-414 ,4018 ,-360
10-08 10:36:04 ,1162753358 ,-401 ,4007 ,-363
10-08 10:36:04 ,1162753359 ,-393 ,3998 ,-371
10-08 10:36:04 ,1162753359 ,-394 ,3995 ,-379
10-08 10:36:04 ,1162753408 ,-399 ,3992 ,-387
10-08 10:36:04 ,1162753408 ,-407 ,3984 ,-394
10-08 10:36:04 ,1162753410 ,-411 ,3970 ,-397
10-08 10:36:04 ,1162753410 ,-416 ,3957 ,-399
10-08 10:36:04 ,1162753456 ,-419 ,3951 ,-401
10-08 10:36:04 ,1162753456 ,-422 ,3954 ,-404
10-08 10:36:04 ,1162753457 ,-429 ,3965 ,-407
10-08 10:36:04 ,1162753457 ,-439 ,3998 ,-406
10-08 10:36:04 ,1162753458 ,-447 ,4059 ,-402
10-08 10:36:04 ,1162753458 ,-448 ,4120 ,-401
10-08 10:36:04 ,1162753511 ,-446 ,4161 ,-406
10-08 10:36:04 ,1162753511 ,-445 ,4186 ,-415
10-08 10:36:04 ,1162753513 ,-443 ,4198 ,-423
10-08 10:36:04 ,1162753513 ,-432 ,4199 ,-425
10-08 10:36:05 ,1162753561 ,-419 ,4213 ,-420
10-08 10:36:05 ,1162753561 ,-417 ,4256 ,-409
10-08 10:36:05 ,1162753562 ,-419 ,4305 ,-397
10-08 10:36:05 ,1162753562 ,-421 ,4354 ,-386
10-08 10:36:05 ,1162753563 ,-421 ,4391 ,-374
10-08 10:36:05 ,1162753563 ,-400 ,4402 ,-365
10-08 10:36:05 ,1162753608 ,-358 ,4377 ,-365
10-08 10:36:05 ,1162753608 ,-324 ,4320 ,-364
10-08 10:36:05 ,1162753609 ,-324 ,4265 ,-366
10-08 10:36:05 ,1162753609 ,-314 ,4224 ,-362
10-08 10:36:05 ,1162753661 ,-311 ,4224 ,-356
10-08 10:36:05 ,1162753661 ,-313 ,4110 ,-349
10-08 10:36:05 ,1162753662 ,-326 ,4050 ,-332
10-08 10:36:05 ,1162753662 ,-340 ,4050 ,-304
10-08 10:36:05 ,1162753663 ,-355 ,4021 ,-273
10-08 10:36:05 ,1162753663 ,-375 ,4020 ,-252
10-08 10:36:05 ,1162753705 ,-384 ,4034 ,-241
10-08 10:36:05 ,1162753705 ,-378 ,4055 ,-246
10-08 10:36:05 ,1162753707 ,-355 ,4068 ,-246
10-08 10:36:05 ,1162753707 ,-328 ,4053 ,-502
10-08 10:36:05 ,1162753747 ,-310 ,4014 ,-280
10-08 10:36:05 ,1162753747 ,-302 ,3980 ,-306
10-08 10:36:05 ,1162753749 ,-314 ,3964 ,-334
10-08 10:36:05 ,1162753749 ,-339 ,3956 ,-357
10-08 10:36:05 ,1162753750 ,-368 ,3960 ,-373
10-08 10:36:05 ,1162753750 ,-399 ,3985 ,-388
10-08 10:36:05 ,1162753794 ,-424 ,4024 ,-401
10-08 10:36:05 ,1162753794 ,-435 ,4057 ,-406
10-08 10:36:05 ,1162753796 ,-433 ,4076 ,-402
10-08 10:36:05 ,1162753796 ,-429 ,4094 ,-396
10-08 10:36:05 ,1162753848 ,-427 ,4119 ,-390
10-08 10:36:05 ,1162753848 ,-420 ,4148 ,-383
10-08 10:36:05 ,1162753850 ,-413 ,4168 ,-374
10-08 10:36:05 ,1162753850 ,-415 ,4180 ,-369
10-08 10:36:05 ,1162753851 ,-426 ,4187 ,-368
10-08 10:36:05 ,1162753851 ,-440 ,4176 ,-369
10-08 10:36:05 ,1162753911 ,-453 ,4148 ,-372
10-08 10:36:05 ,1162753911 ,-461 ,4122 ,-375
10-08 10:36:05 ,1162753912 ,-465 ,4111 ,-377
10-08 10:36:05 ,1162753912 ,-470 ,4100 ,-374
10-08 10:36:05 ,1162753965 ,-474 ,4086 ,-369
10-08 10:36:05 ,1162753965 ,-476 ,4092 ,-361
10-08 10:36:05 ,1162753967 ,-477 ,4118 ,-346
10-08 10:36:05 ,1162753967 ,-475 ,4145 ,-337
10-08 10:36:05 ,1162753967 ,-469 ,4157 ,-336
10-08 10:36:05 ,1162753967 ,-462 ,4160 ,-335
10-08 10:36:05 ,1162754029 ,-454 ,4174 ,-338
10-08 10:36:05 ,1162754029 ,-443 ,4191 ,-344
10-08 10:36:05 ,1162754081 ,-430 ,4195 ,-347
10-08 10:36:05 ,1162754081 ,-417 ,4187 ,-344
10-08 10:36:05 ,1162754084 ,-411 ,4176 ,-335
10-08 10:36:05 ,1162754084 ,-413 ,4158 ,-318
10-08 10:36:05 ,1162754085 ,-418 ,4136 ,-299
10-08 10:36:05 ,1162754085 ,-423 ,4106 ,-290
10-08 10:36:05 ,1162754086 ,-429 ,4072 ,-288
10-08 10:36:05 ,1162754086 ,-438 ,4041 ,-290
10-08 10:36:05 ,1162754086 ,-444 ,4016 ,-297
10-08 10:36:05 ,1162754086 ,-444 ,4003 ,-306
10-08 10:36:05 ,1162754087 ,-442 ,3990 ,-314
10-08 10:36:05 ,1162754087 ,-438 ,3968 ,-321
10-08 10:36:05 ,1162754120 ,-442 ,3957 ,-329
10-08 10:36:05 ,1162754120 ,-451 ,3955 ,-336
10-08 10:36:05 ,1162754145 ,-461 ,3957 ,-337
10-08 10:36:05 ,1162754145 ,-475 ,3962 ,-335
10-08 10:36:05 ,1162754147 ,-499 ,3969 ,-334
10-08 10:36:05 ,1162754147 ,-522 ,3979 ,-331
10-08 10:36:05 ,1162754177 ,-532 ,3983 ,-334
10-08 10:36:05 ,1162754177 ,-541 ,3985 ,-345
10-08 10:36:05 ,1162754179 ,-555 ,3996 ,-353
10-08 10:36:05 ,1162754179 ,-563 ,4020 ,-356
10-08 10:36:05 ,1162754214 ,-580 ,4049 ,-355
10-08 10:36:05 ,1162754214 ,-608 ,4077 ,-355
10-08 10:36:05 ,1162754251 ,-627 ,4105 ,-355
10-08 10:36:05 ,1162754251 ,-645 ,4130 ,-355
10-08 10:36:05 ,1162754252 ,-665 ,4153 ,-357
10-08 10:36:05 ,1162754252 ,-677 ,4180 ,-356
10-08 10:36:05 ,1162754291 ,-684 ,4194 ,-353
10-08 10:36:05 ,1162754291 ,-684 ,4196 ,-348
10-08 10:36:05 ,1162754292 ,-684 ,4201 ,-344
10-08 10:36:05 ,1162754292 ,-681 ,4197 ,-346
10-08 10:36:05 ,1162754334 ,-682 ,4183 ,-346
10-08 10:36:05 ,1162754334 ,-687 ,4177 ,-345
10-08 10:36:05 ,1162754335 ,-692 ,4168 ,-345
10-08 10:36:05 ,1162754335 ,-698 ,4168 ,-344
10-08 10:36:05 ,1162754336 ,-695 ,4156 ,-344
10-08 10:36:05 ,1162754336 ,-684 ,4138 ,-344
10-08 10:36:05 ,1162754381 ,-678 ,4121 ,-345
10-08 10:36:05 ,1162754381 ,-667 ,4120 ,-347
10-08 10:36:05 ,1162754382 ,-652 ,4129 ,-347
10-08 10:36:05 ,1162754382 ,-645 ,4140 ,-347
10-08 10:36:05 ,1162754420 ,-631 ,4145 ,-361
10-08 10:36:05 ,1162754420 ,-608 ,4147 ,-368
10-08 10:36:05 ,1162754421 ,-589 ,4147 ,-371
10-08 10:36:05 ,1162754421 ,-568 ,4144 ,-371
10-08 10:36:05 ,1162754422 ,-549 ,4138 ,-376
10-08 10:36:05 ,1162754422 ,-537 ,4133 ,-380
10-08 10:36:05 ,1162754471 ,-532 ,4134 ,-381
10-08 10:36:05 ,1162754471 ,-527 ,4138 ,-380
10-08 10:36:05 ,1162754472 ,-520 ,4138 ,-380
10-08 10:36:05 ,1162754472 ,-511 ,4130 ,-381
10-08 10:36:05 ,1162754523 ,-503 ,4112 ,-385
10-08 10:36:05 ,1162754523 ,-499 ,4095 ,-391
